,Unnamed: 0,Album,Type of Album,Year of Release,Title,Duration(minutes:seconds),Lyrics,Positive,Negative,Neutral,Compound
10,10,Backstreet Boys,Studio albums,1996-05-06 00:00:00,Let's Have a Party,03:49:00,"But all I wanna know is where the party at
But all I wanna know is where the party at

Let's have a party
Let's have a party
Everybody
Let's have a party

But all I wanna know is where the party at

I've been watchin you
You've been watchin me
Let's stop playin' games girl
Come and dance with me
Don't you hear the music
Don't you feel the groove
Yeah
Come on girl
Get on the floor
I wanna dance with you

But all I wanna know is where the party at

Let's have a party
Everybody
Throw your hands up in the air
Let's have a party
I like the way you swing it
Everybody
Girl you know
You're lookin' good
Let's have a party
Girl you gotta work that body

Girl I must be dreamin'
To have a night like this
Holding hands
Being close
Sharin our first kiss
You really blow my mind
Can't believe it's true
I've been waiting all night long
To get a girl like you

Let's have a party
(Shake it baby, shake it)
We're movin to the groove yeah
Let's have a party
All the fellas and the hunnies
Get on the floor
Everybody
'Cause we're gonna have a party
Let's have a party
So everybody enjoy yourself with me

Welcome everybody
To the party
Don't forget the hunnies
The mad fun has just began at the party yo!
Give a call or beep her
Make sure your girl ain't creepin'
It's time to get it on
The dance floor
You want more than what you came here for
I see you lookin' at me
Across the dance floor
I wish for that sweet little kiss
Don't be no Cinderella
And go *poof* after midnight

Let's have a party
I like
Everybody
Let's have a party
Throw your hands up
Everybody
Girl you know
(You're lookin' good)
I like the way you swing
Yeah
We're movin to the groove
Yeah
Everybody
Throw your hands up
'Cause we're gonna have a party
So enjoy yourself with me
So enjoy yourself with me",33.4,2.8,63.8,99.92
11,11,Backstreet Boys,Studio albums,1996-05-06 00:00:00,Roll with It,04:41:00,"Roll with it
Roll with it
Oh yeah
Roll with it
You've got to
Roll with it

If you ever feel
Like no one cares
When you try your best
But you get nowhere
Don't give in
Cause good times will come again
Hey
When they criticize
Every move you make
And you've had as much
As you're gonna take
Don't you worry
Soon enough
Things will change
Oh

And when it seems as though
Nobody understands young man
(Understands young man)
Oh don't you let your head hang down
Young woman
Just stick to your plan
You've got to

Roll with it
That's what you gotta do
Roll with it
Yeah yeah
Roll with it
Oh yeah
You've got to
Roll with it
That's what you gotta do
Roll with it
Just roll with it
Roll with it
You've got to roll

Just roll with it
Everything will be fine
Just roll with it
It's gonna be all right
Just roll with it
Don't put yourself down

If you just can't find
Someone to trust
When you give your heart
But you don't get much
Don't you worry
Your time is gonna come
Ooh yeah
The whole world's a school
So much to learn
So learn it well, young man
The world's a stage
Some act the fool
Young woman understand
You've got to

Roll with it
That's what you gotta do
Roll with it
Yeah yeah
Roll with it
Oh yeah
You've got to
Roll with it
That's what you gotta do
Roll with it
Just roll with it
Roll with it
You've got to roll

Just roll with it
Just roll with it
Just roll with it
Everybody just
(Just roll with it)
Come on now
(Just roll with it)
That's what you gotta do
(Just roll with it)
Backstreet's said
(Just roll with it)
Come on y'all
(Just roll with it)

And when it seems as though
Nobody understands young man
Let them know
Oh don't let your head hang down
Young woman, just stick to your plan
You've got to roll with it

All the fellas roll
(Roll with it)
All the ladies roll
(Roll with it)
Everybody roll
You've got to roll with it
Just roll
(Roll with it)
Just roll with it
(Roll with it)
You've got to roll with it
You've got to
(Just roll with it)
You've got to
(Just roll with it
You've got to roll
(Just roll with it)
You've got to roll with it
(Just roll with it)
Everybody roll with it
(Just roll with it)
You've got to roll with it
(Just roll with it)
You've got to roll (2x)
You've got to roll with it
Everybody
Anybody
Everybody roll with it
Everybody
Anybody roll
(You've got to roll with it)",9.5,1.8,88.7,98.77
12,12,Backstreet Boys,Studio albums,1996-05-06 00:00:00,Nobody but You,03:03:00,"Ain't nobody else but you
Ain't nobody else but you

Ain't nobody else but you

There is nobody
Who can make me cry
Nobody else can do it
Nobody but you
Nobody but you
(Ain't nobody else but you)
There is nobody who can make me lie
Nobody else can do it
Nobody but you
Nobody but you
(Ain't nobody else but you)
Nobody, nobody but you

Give me one more chance to make it right
The time has come for us to reunite
Cause baby it's true
(Ain't nobody else but you)
There's no one like you

There is nobody
Who can make it right
Nobody else can do it
Nobody but you
You know what to do
(Ain't nobody else but you)
Nobody
(Nobody)
Nobody, nobody but you

Somebody tell me
'Cause I can't eat or sleep
When you're not close to my body
You're a bittersweet delight
Come and help me through the night

Ain't nobody else can make me cry
Ain't nobody else can make me lie
Nobody but you
(Ain't nobody else but you)
(No one can make my lie)

Give me one more chance to make it right
The time has come for us to reunite
Cause baby it's true
(Ain't nobody else but you)
There's no one like you",11.7,6.3,82,93.63
13,13,Backstreet's Back,Studio albums,1997-08-11 00:00:00,Everybody (Backstreet's Back),03:44:00,"Everybody
Rock your body
Everybody
Rock your body right
Backstreet's back, alright

Hey, yeah, now

Oh my God, we're back again
Brothers, sisters, everybody sing
Gonna bring the flavor, show you how
Got a question for you, better answer now, yeah

Am I original? (Yeah)
Am I the only one? (Yeah)
Am I sexual? (Yeah)
Am I everything you need?
You'd better rock your body now

Everybody (Yeah)
Rock your body (Yeah)
Everybody
Rock your body right
Backstreet's back, alright
Alright

Now throw your hands up in the air
Wave 'em around like you just don't care
If you wanna party, let me hear you yell
'Cause we got it goin' on again (Yeah)

Am I original? (Yeah)
Am I the only one? (Yeah)
Am I sexual? (Yeah)
Am I everything you need?
You'd better rock your body now

Everybody (Yeah)
Rock your body (Yeah)
Everybody
Rock your body right
Backstreet's back, alright
Alright

So everybody, everywhere
Don't be afraid, don't have no fear
I'm gonna tell the world, make you understand
As long as there'll be music, we'll be comin' back again

Everybody (Yeah)
Rock your body (Yeah)
Everybody
Rock your body right (Rock your body right)
Backstreet's back

Everybody (Everybody)
(Yeah) (Rock your body)
Rock your body (Everybody)
(Yeah) (Everybody rock your body)
Everybody (Everybody, rock your body)
Rock your body right (Everybody)
Backstreet's back, alright",17.3,1.1,81.6,98.59
14,14,Backstreet's Back,Studio albums,1997-08-11 00:00:00,As Long as You Love Me,03:40:00,"Although loneliness has always been a friend of mine
I'm leaving my life in your hands
People say I'm crazy and that I am blind
Risking it all in a glance

And how you got me blind is still a mystery
I can't get you out of my head
Don't care what is written in your history
As long as you're here with me

I don't care who you are
Where you're from
What you did
As long as you love me
Who you are
Where you're from
Don't care what you did
As long as you love me

Every little thing that you have said and done
Feels like it's deep within me
Doesn't really matter if you're on the run
It seems like we're meant to be

I don't care who you are (Who you are)
Where you're from (Where you're from)
What you did
As long as you love me (I don't care)

Who you are (Who you are)
Where you're from (Where you're from)
Don't care what you did
As long as you love me (Yeah-ah-ah)
As long as you love me
As long as you love me

I've tried to hide it so that no one knows
But I guess it shows
When you look into my eyes
What you did and where you're comin' from (I don't care)
As long as you love me, baby

I don't care who you are (Who you are)
Where you're from (Where you're from)
What you did
As long as you love me (You love me)

Who you are (Who you are)
Where you're from (Where you're from)
Don't care what you did (Yeah-ah-ah)
As long as you love me (You love me)

Who you are (Who you are)
Where you're from
What did you did
As long as you love me

Who you are
Where you're from (Where you're from)
As long as you love me
Who you are
As long as you love me
What you did (I don't care)
As long as you love me",18.3,7.3,74.4,99.56
15,15,Backstreet's Back,Studio albums,1997-08-11 00:00:00,All I Have to Give,04:37:00,"I don't know what he does to make you cry
But I'll be there to make you smile
I don't have a fancy car
To get to you, I'd walk a thousand miles
I don't care if he buys you nice things
Does his gifts come from the heart?
I don't know, but if you were my girl
I'd make it so we'd never be apart

But my love is all I have to give
Without you I don't think I can live
I wish I could give the world to you
But love is all I have to give

When you talk, does it seem like he's not
Even listening to a word you say?
That's okay, baby, just tell me your problems
I'll try my best to kiss them all away
Does he leave when you need him the most?
Does his friends get all your time?
Baby please, I'm on my knees
Praying for the day that you'll be mine

But my love is all I have to give
Without you I don't think I can live
I wish I could give the world to you
But love is all I have to give
Oh, to you

Hey girl (Hey girl)
I don't want you to cry no more inside
Ohh, all the money in the world
Could never add up to all the love I have inside
I love you, baby

And I will give it to you
All I can give, all I can give
Ohh, everything I have is for you
You got what I need (You, you, you, you...)
What I need
My love is all that I have to give
All that I have is for you
My love is all...

I have to give
Without you I don't think I can live (I don't think that I can live)
I wish I could give the world to you (I wanna give the world to you)
But love is all I have to give (It's all that I have)

But my love is all I have to give
Without you I don't think I can live
I wish I could give the world to you
But love is all I have to give
To you

Ohh...
All I have to give
Without you I don't think I can live
Give the world to you, lady
But love is all I have to give (That's all I got to give)

But my love is all I have to give
Without you I don't think I can live (I don't think that I can live)
I wish I could give the world to you
But love is all I have to give",26.1,3.7,70.2,99.91
16,16,Backstreet's Back,Studio albums,1997-08-11 00:00:00,That's the Way I Like It,03:40:00,"Hey
(That's the way I like it)

Somebody told me that you're not my kind
So have I lost my mind?
You keep on doing all the things I like
You got me hypnotized
But that's the way I like it

Girl, you make me wanna move
It's a price I got to pay
For all the things you do
But I like it

Gotta listen to the groove
And you gotta listen well
The way I do it
That's the way I like it

Everybody now
(I like it)
Everybody now
(That's the way I like it)
Everybody come on
(I like it)
Everybody come on
(That's the way I like it)

Oh mystery lady you've got something I like
Tell me you're here to stay
You're dangerous so baby
Could you do me right?
Will you come out to play
Cause that's the way I like it

Gotta listen to the groove
And you gotta listen well
The way I do it
That's the way I like it

Everybody now
(I like it)
Everybody now
(That's the way I like it)
Everybody come on
(I like it)
Everybody come on
(That's the way I like it)

Everybody come on
(I like it)
Everybody come on

Gotta listen to the groove
And you gotta listen well
The way I do it
(Hey)

That's the way that I like it
That is the way I like it
That's the way that I like it
That is the way I like it

That's the way that I like it
(Everybody now)
That is the way I like it
(Everybody now)
That's the way that I like it
(Everybody come on)
That's the way I like it
(Everybody come on)
(That's the way I like it)
(That's the way I like it)",28.1,2.8,69.2,99.79
17,17,Backstreet's Back,Studio albums,1997-08-11 00:00:00,"10,000 Promises",04:00:00,"Once we were lovers
Just lovers we were
Oh what a lie
Once we were dreamers
Just dreamers we were
Both you and I

Now I see you're just somebody
Who wastes all my time
And money
What a lie
You and I

What about your
Your ten thousand promises
That you gave to me
Your ten thousand promises
That you promised me

Once I could handle the truth
When the truth was you and I
But time after time all the promises
Turned out to be all lies

Now...
Now I see I'm just somebody
Who wasted my time and money
What a lie (what a lie)
You and I (you and I)

What about your
Your ten thousand promises
That you gave to me
Your ten thousand promises
That you promised me

You say I'll take you back
But I closed the door
'Cause I don't want
Ten thousand more

Ten thousand promises yeah
Ten thousand promises you gave to me

What about your
Your ten thousand promises
That you gave to me
Your ten thousand promises
That you promised me

Once we were lovers
Just lovers we were
Oh, you and I
What a lie",24.1,4.2,71.7,99.11
18,18,Backstreet's Back,Studio albums,1997-08-11 00:00:00,Like a Child,05:05:00,"If I could right the wrongs that made you cry
Girl would you promise not to say good-bye
'Cause I'm holding on
With A Love so strong
And I can't take the day without you by my side

Girl If I could change
If I could change your mind
Maybe you could help me wipe these tears from my eyes

Girl Don't stop
The sun from shining down on me
'Cause I can't face another day without your smile
And If you take away the loving arms that surround me
Then I might break down and cry just like a child

Girl I can't belong and I won't be free
If I fail to bring your lovin' back to me
So I'm pressin' on
I hope you understand
That there's a broken heart that lies within your hands

So If I could change (So if I could change)
And it won't hurt your pride (and it won't hurt your pride)
Baby you can help me stop these tears from my cries

Girl don't stop
The sun from shining down on me
'Cause I can't face another day without your smile (your pretty smile)
And If you take away the loving arms that surround me
Then I might break down and cry just like a child

Like a child
Just like a child
With her spirit running free
She drove me wild
Oh, she did

Like a child (oh baby)
Just like a child
Think of what our love could be
If our hearts could set us free
Like a child

Girl don't stop
The sun from shining down on me
'Cause I can't face another day without your smile
And If you take away the loving arms that surround me
Then I might break down and cry just like a child",20.9,12.8,66.3,98.02
19,19,Backstreet's Back,Studio albums,1997-08-11 00:00:00,"Hey, Mr. DJ (Keep Playin' This Song)",04:25:00,"Ah, Backstreet
Yes yes y'all
One time, here we go (yes yes y'all)
Ooh, ooh
Ooh, ooh
Yes yes y'all

I could tell when I stepped in the room
And I saw you standing there
And about by the way that you moved
I couldn't help the way I stared
There were some mysterious force
Leading me here to you
Lead me (leading me) to you (to you)
So I stood there watching
And I was hypnotized
By the rhythm of your body
And the music in your eyes
And I was lost inside you world with you
Ooh, ooh, ooh...

Hey Mr. DJ keep playin' this song for me
Out on the floor in my arms, she's gotta be
Let's get it on (let's get it on)
Jam all night long
Mr. DJ, Mr. DJ
Will you play it for me?

Ooh, ooh
Ooh, ooh (yes yes y'all)
Now it feels like it could be romance
As we dance across the floor
Every move that your body makes
Only makes me want you more
And it seems like time's moving fast
How can we make it last?
Make it (make it) last (last, so long)
As we keep on dancing
I am hypnotized
By the rhythm of your body
And the music in your eyes
And I was lost inside you world with you
Ooh, ooh, ooh...

Hey Mr. DJ keep playin' this song for me
Out on the floor in my arms, she's gotta be
Let's get it on (let's get it on)
Jam all night long
Mr. DJ, Mr. DJ
Will you play it for me?

Close your eyes (close your eyes)
And just imagine this alone
Let the music put you in a zone
Are you lost in, lost inside of, lost inside of me
Why do you do the dance you do
Come on and work your body, work your body

Hey Mr. DJ, jam all night long
Hey Mr. DJ play that song for me
Hey Mr. DJ, jam all night long
Hey Mr. DJ play that song for me

Hey Mr. DJ keep playin' this song for me
Out on the floor in my arms, she's gotta be
Let's get it on (let's get it on)
Jam all night long
Mr. DJ, Mr. DJ
Will you play it for me?

Keep it coming Mr. DJ... (repeat to fade)",9.4,3.8,86.8,96.85
20,20,Backstreet's Back,Studio albums,1997-08-11 00:00:00,Set Adrift on Memory Bliss,03:40:00,"Dadadadadada Dadadadadada Dadadadadada dadadadada
(On memory's bliss of you)
Dadadadadada Dadadadadada Dadadadadada (oh) dadadadada

The candle plays the hour glass days go
And all I do is think of you
And wonder where you are at night
I remember everything
Every smile, even all the reasons why you say
I pushed you out of my mind

Baby you send me
Baby you send me
Set adrift on memory bliss of you
Baby you send me
Set adrift on memory bliss

Destiny in everything
Reality has replaced you with
The biggest empty void I've ever had in life
I bet you say that I don't care
I bet you say that I don't even think of you
But God knows how wrong you are

Baby will you be there
Just give me time
To fix my life
Baby will you be there when I open my eyes
After all the time I spent wishing

Baby you send me
Baby you send me
Set adrift on memory bliss of you
Baby you send me
Set adrift on memory bliss

Sadness that overwhelmed me
My mind fights carelessly imagine
You are happy with your life right now, oh...
I guess that's just the way it goes
Forever's gone
So now I must place you with all the things
That I could never have

Baby you send me, baby you send me
Baby you send me
Set adrift on memory bliss
Send me, you send me
Come on now
I know this love is true
I know this love is true",19.6,5.8,74.5,99.23
21,21,Backstreet's Back,Studio albums,1997-08-11 00:00:00,That's What She Said,04:05:00,"Yeah yeah yeah yeah

There are people who say what you wanna hear
Even on a rainy day they'll tell you the sky is clear
When you really really love someone am I right
When I say that you want them near
And if you care you even tell them things
That they wanna hear

Always for ever
One thing she said
Never say never
The simple lies that she said
I will never leave you
All the love I thought she had
But can you blame me no
Cause that's what she said
That's what she said
She told me we'd see forever
That's what she said she said yeah

There are people
Who say what they really mean
She said she'd always be there
She said she'd always care
But just when you think that you can trust that someone you love
Tell me why do I know that stars can fall from above

Always forever
One thing she said
Never say never
Those simple lies that she said
I will never leave you
All the love I thought she had
But can you blame me no
Cause that's what she said
That's what she said
She told me we'd see forever
That's what she said
Ooh ooh oho yeah
That's what she said
She told me we'd be togethter
That's what she said she said

Cause you made promises that you couldn't keep (ooh)
But you're not hurting yourself
You're only hurting me
Why would you say things that you really didn't mean
Oh how can I make you see just what you did to me

Ooh you said how much you really care
Just when I thought I was in love
Girl how could you care
If I were you I could not lie even once to the face of the one
That I love so much

Always forever
One thing she said
Never say never
Those simple lies she said
I will never leave you
All the love I thought she had.
But can you blame me no
Cause that's what she said
That's what she said
She told me we're see forever
That's what she said
Ooh ooh yeah
That's what she said
She told me we'd be together.
Oh that's what she said.",21.8,4.3,73.9,99.75
22,22,Backstreet's Back,Studio albums,1997-08-11 00:00:00,If You Want It to Be Good Girl (Get Yourself a Bad Boy),04:47:00,"If you want it to be good girl
Get yourself a bad boy
(Yeah I like this, ha ha)
If you want it to be wild
Gotta know just who to dial baby (that's me)
If you really like it hot
Find someone who hits the spot honey (oh yes)
And if you want to get it done
Babe you gotta get the one
The one who's got it goin' on
If you wanna make it last
Gotta know just who to ask
Babe he's gotta be the best (tonight it's me)
If you want it to be good girl
Get yourself a bad boy
If you really want it good girl
Get yourself a bad boy
Get it like it could be, would be
Yeah like it should be
If you want it to be good girl
Get yourself a bad boy
If you like it innovative
Better get someone creative honey (yes)
And if you want it to be jammin'
Gotta get somebody slammin' baby (oh yeah)
And if you want to get it done
Babe you gotta get the one
The one who's got it goin' on
If you wanna make it last
Gotta know just who to ask
Babe he's gotta be the best (tonight it's me)
If you want it to be good girl
Get yourself a bad boy
If you really want it good girl
Get yourself a bad boy
Get it like it could be, would be
Yeah like it should be
If you want it to be good girl
Get yourself a bad boy
now listen
These are things your mama shouldn't know
These are things I really wanna show
These are things I wanna show you how
So won't you let me show you right now? (ooh baby)
And if you want to get it done
Babe you gotta get the one
The one who's got it goin' on
If you wanna make it last
Gotta know just who to ask
Babe he's gotta be the best (tonight it's me)
If you want it to be good girl
Get yourself a bad boy
If you really want it good girl
Get yourself a bad boy
Get it like it could be, would be
Yeah like it should be
If you want it to be good
Gotta be like it should
If you really want it good
If you really want it good
If you really want it good
If you really want it good
If you really want it good
If you really want it good
If you really want it good
If you really want it good
If you really want it good
If you really want it good
If you really want it good",27.4,5.7,66.9,99.8
23,23,Backstreet's Back,Studio albums,1997-08-11 00:00:00,If I Don't Have You,04:35:00,"Everyday, girl I wake up and pray
That you'll come back home and don't take too long
'Cause since you've been gone, everything's gone horribly wrong
I wish you were here, holding me near
You know I'd go out of my mind if you ever left my heart behind
So I'm begging you please bring your sweet love back to me
(Please come back to me)

If I don't have you (don't have you)
To hold on to (to hold on to)
I can't go on in this world alone
Baby its true (baby its true, if I don't have you)
If you said goodbye (u said goodbye)
Girl I would die (girl I would die)
I'm a star with no light a day with no night
If I don't have you

Late at night I reach to hold you tight
But you're not there (you're just not there baby)
I know you still care (I know you still care)
And oh how I miss your soft, tender, lovely kiss
You give to me so tenderly
We used to feel that time would stand still
And when I see you baby it will
So hurry honey
You know your man needs you so

If I don't have you (don't have you)
To hold on to (to hold on to)
I can't go on in this world alone
Baby its true (baby its true, if I don't have you)
If you said goodbye (u said goodbye)
Girl I would die (girl I would die)
I'm a star with no light a day with no night
If I don't have you

If I don't have you (don't have you)
To hold on to (to hold on to)
I can't go on in this world alone
Baby its true (baby its true, if I don't have you)
If you said goodbye (u said goodbye)
Girl I would die (girl I would die)
I'm a star with no light a day with no night
If I don't have you
You know I'll go crazy without you
If I don't have you (don't have you)
To hold on to (to hold on to)
I can't go on in this world alone
Baby its true (baby its true, if I don't have you)
If you said goodbye (u said goodbye)
Girl I would die (girl I would die)
I'm a star with no light a day with no night
If I don't have you",12.4,12.4,75.1,45.42
24,24,Millennium,Studio albums,1999-05-18 00:00:00,Larger than Life,03:52:00,"I may run and hide when you're screamin' my name, alright
But let me tell you now, there are prices to fame, alright
All of our time spent in flashes of light

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life, alright

Looking at the crowd and I see your body sway, c'mon
Wishin' I could thank you in a different way, c'mon
'Cause all of your time spent keeps us alive

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Larger than life
Yeah, that's right
All of your time spent keeps us alive, yeah
Every time we're down, you can make it right

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Yeah, every time we're down
Yeah, you can make it right
Yeah, that's what makes you larger than life, yeah

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger, that makes you larger
Than makes you larger than life, yeah",15.6,0.5,83.9,98.96
25,25,Millennium,Studio albums,1999-05-18 00:00:00,I Want It That Way,03:33:00,"Yeah
You are my fire
The one desire
Believe, when I say
I want it that way
But we are two worlds apart
Can't reach to your heart
When you say
That I want it that way

Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
I want it that way

Am I your fire?
Your one desire?
Yes I know it's too late
But I want it that way

Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
I want it that way

Now I can see that we've fallen apart
From the way that it used to be, yeah
No matter the distance I want you to know
That deep down inside of me

You are my fire
The one desire
You are, you are, you are, you are
Don't wanna hear you say

Ain't nothin' but a heartache
Ain't nothin' but a mistake
(I wanna hear you say)
I never wanna hear you say
Oh yeah
I want it that way

Tell me why
Ain't nothin' but a heartache
Tell me why
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
(I wanna hear you say)
I want it that way

Tell me why
Ain't nothin' but a heartache
Ain't nothin' but a mistake
Tell me why
I never wanna hear you say
I want it that way
'Cause I want it that way",17.9,5.6,76.5,97.23
